time,open,high,low,close,TheStrat Label 1,TheStrat Label 2,TheStrat Label 3,2-1-2 BLR,2-1-2 BLC,3-1-2 BLR,3-2-2 BLR,Rev Strat 1-2-2 BLR,2-2 BLR,2-1-2 BRR,2-1-2 BRC,3-1-2 BRR,3-2-2 BRR,Rev Strat 1-2-2 BRR,2-2 BRR,Double Inside,PMG BLR,PMG BRR,Volume,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status,TFC Value,TFC Status
1608156000,12672.6,12763.8,12668,12750.9,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74217,3.433758395794796,3.433758395794796,3.070891601325678,3.070891601325678,0.6178684721367302,0.6178684721367302,0.6591723637052592,0.6591723637052592
1608242400,12750.9,12785.2,12609.2,12748.7,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124646,3.415912261916353,3.415912261916353,3.0531080753374886,3.0531080753374886,-0.017253684053666084,-0.017253684053666084,0.0070600417327025475,0.0070600417327025475
1608501600,12748.7,12780.4,12461.8,12691.9,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366371,2.955157532690867,2.955157532690867,-0.44553562324002516,-0.44553562324002516,-0.44553562324002516,-0.44553562324002516,-0.07007432602670412,-0.07007432602670412
1608588000,12691.9,12761.4,12595.4,12711.3,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175213,3.112527985982664,3.112527985982664,-0.2933632448798815,-0.2933632448798815,0.1528533946847961,0.1528533946847961,0.19311410284705363,0.19311410284705363
1608674400,12711.3,12743.2,12631.4,12663.6,1,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118126,2.7255913559816993,2.7255913559816993,-0.6675190411571403,-0.6675190411571403,-0.3752566613957574,-0.3752566613957574,-0.4308718077745572,-0.4308718077745572
1608760800,12663.6,12734.4,12639,12711.2,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55512,3.11171679807911,3.11171679807911,-0.29414763858275744,-0.29414763858275744,0.37588047632585014,0.37588047632585014,0.37588047632585014,0.37588047632585014
1609106400,12711.2,12868.6,12684.4,12855.8,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79493,4.284694506635508,4.284694506635508,1.1375794574862996,1.1375794574862996,1.1375794574862996,1.1375794574862996,1.1121248348329424,1.1121248348329424
1609192800,12855.8,12932.6,12824.8,12874,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92743,4.432330705084523,4.432330705084523,1.2807602744036697,1.2807602744036697,0.14157034179125944,0.14157034179125944,0.20704578358267325,0.20704578358267325
1609279200,12874,12925.6,12836.8,12857.9,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76335,4.301729452610396,4.301729452610396,1.1541003209767677,1.1541003209767677,-0.1250582569519991,-0.1250582569519991,-0.04586514093813365,-0.04586514093813365
1609365600,12857.9,12911.6,12812.8,12901,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63105,4.651351439047338,4.651351439047338,1.4931713764239354,1.4931713764239354,0.33520248252047663,0.33520248252047663,0.32817992347653535,0.32817992347653535
1609711200,12901,12974,12536.8,12704,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248983,-1.5270134098131927,-1.5270134098131927,-1.5270134098131927,-1.5270134098131927,-1.5270134098131927,-1.5270134098131927,-1.4123855346888097,-1.4123855346888097
1609797600,12704,12822.8,12626.6,12818.4,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178012,-0.6402604449267527,-0.6402604449267527,-0.6402604449267527,-0.6402604449267527,0.9005037783375287,0.9005037783375287,0.9036808463742503,0.9036808463742503
1609884000,12818.4,12858,12506,12672.4,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688738,-1.7719556623517585,-1.7719556623517585,-1.7719556623517585,-1.7719556623517585,-1.1389877051738126,-1.1389877051738126,-1.0401699256575305,-1.0401699256575305
1609970400,12672.4,12972.8,12660.8,12940.4,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219498,0.3054026819626357,0.3054026819626357,0.3054026819626357,0.3054026819626357,2.114832233831003,2.114832233831003,2.4349312899753053,2.4349312899753053
1610056800,12940.4,13138.6,12933.4,13137.8,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,234053,1.835516626618086,1.835516626618086,1.835516626618086,1.835516626618086,1.525455163673454,1.525455163673454,1.530162753674709,1.530162753674709
1610316000,13137.8,13137.8,12886.2,12919,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292721,0.13952406790171304,0.13952406790171304,-1.6654234346694214,-1.6654234346694214,-1.6654234346694214,-1.6654234346694214,-1.4253231393734018,-1.4253231393734018
