time,open,high,low,close,TheStrat Label 1,TheStrat Label 2,TheStrat Label 3,2-1-2 BLR,2-1-2 BLC,3-1-2 BLR,3-2-2 BLR,Rev Strat 1-2-2 BLR,2-2 BLR,2-1-2 BRR,2-1-2 BRC,3-1-2 BRR,3-2-2 BRR,Rev Strat 1-2-2 BRR,2-2 BRR,Double Inside,PMG BLR,PMG BRR,Volume
1755640800,23456,23489,23035.25,23318.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1754326
1755727200,23322,23369.5,23119.5,23222.5,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1591730
1755813600,23228,23650,23074.25,23582.75,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526213
1756072800,23600,23616.75,23445,23502.25,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137735
1756159200,23510.25,23611,23371.25,23607.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261635
1756245600,23607.25,23685,23429,23542.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159053
1756332000,23543,23803.75,23486.75,23761.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1362059
1756418400,23761,23762.75,23401.5,23454.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756677600,23478.5,23555.25,23025,23379.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078811
1756850400,23381.5,23526,23299.75,23455.5,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521114
1756936800,23456,23709,23410,23683.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290556
1757023200,23694,23902.5,23505,23673,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822583
1757282400,23676.5,23888,23650.5,23798.5,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252781
1757368800,23799.75,23918,23726.5,23889,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178914
1757455200,23900.25,24041,23785,23859,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327641
1757541600,23856.75,24048.75,23845,24006.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159813
1757628000,24028,24159,23968.75,24114.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030823
1757887200,24112.25,24315.75,24075.5,24295.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513118
1757973600,24536,24646.75,24499,24531,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766212
1758060000,24531,24553,24241.75,24501.25,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1323524
1758146400,24504,24815.75,24492.5,24713.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257187
1758232800,24715,24888,24655,24861.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121790
1758492000,24851.5,25027.25,24748.5,24996.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050833
1758578400,24999.75,25026.25,24779.25,24834.25,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1258663
1758664800,24839.75,24913.25,24628,24747.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262698
1758751200,24747,24792.5,24422,24635.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1797039
1758837600,24640,24747.25,24520,24727.5,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562392
1759096800,24727.25,24975,24723.75,24811.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275661
1759183200,24812,24913.75,24722.5,24838.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464289
1759269600,24844.5,25037,24633.75,25009,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343193
1759356000,25009.5,25180,24993.75,25105.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279352
1759442400,25105,25197,24923,24981.5,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388150
1759701600,24994,25253,24994,25184,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125795
1759788000,25184,25274.75,24985.25,25055,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492282
1759874400,25055,25364.75,25026.25,25354.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147206
1759960800,25354.5,25393,25160.75,25287.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399246
1760047200,25284.75,25388,24157.75,24188.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417422
1760306400,24482,24965,24482,24905,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417422
1760392800,24905,25044.5,24423.25,24755.75,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344010
1760479200,24752.5,25117.75,24663.5,24942,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123740
1760565600,24939,25179.75,24643.25,24793.75,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2575757
1760652000,24793.75,25054.25,24410.25,25033,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2575701
1760911200,25067,25355,24956,25326.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327737
1760997600,25326.25,25368,25203,25265,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379441
1761084000,25277,25338.5,24805.25,25040,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087106
1761170400,25014.75,25295,24933.25,25277.25,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546949
1761256800,25285,25569,25275.5,25510.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227416
1761516000,25698.5,26026,25698.5,26004,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980676
1761602400,26002.5,26232,25942.25,26172.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1147214
1761688800,26180.25,26378.5,26047.5,26223.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1667881
1761775200,26160.5,26399.5,25853,26149,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111173
1761861600,26156,26273,25887.75,25983.75,1,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1778075
1762124400,26026,26265.75,26012.5,26103.25,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425204
1762210800,26105.5,26105.5,25517,25575.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019607
1762297200,25545,25878.5,25282.75,25728.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765749
1762383600,25732,25823.75,25197.25,25310.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273397
1762470000,25311,25354.75,24709,25227.25,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2570614
1762729200,25319.75,25760,25268.75,25721,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760959
1762815600,25721,25768.75,25478.5,25659.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584949
1762902000,25676.5,25830.5,25488.75,25625.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747671
1762988400,25626.25,25721.75,25002,25088,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598189
1763074800,25100,25293.5,24626,25147.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2708210
1763334000,25144,25362,24732,24905.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2602375
1763420400,24904.75,24959.75,24380,24531.75,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3083683
1763506800,24547,24988,24446.5,24959.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2874160
1763593200,24968.75,25310,24204.5,24278.5,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730809
1763679600,24096.75,24596.5,23904,24349.25,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2949003
1763938800,24449.75,24993.25,24361.25,24962.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913851
1764025200,24973.25,25135.75,24602,25064.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107568
1764111600,25070,25375.5,25061.75,25314.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666472
1764198000,25316.75,25500.25,25285.75,25484.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,578323
1764543600,25484,25542.25,25193.5,25400.25,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823784
1764630000,25422.75,25670,25324,25606.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829989
1764716400,25613.5,25685.75,25420.75,25645.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571511
1764802800,25649.75,25732.5,25487,25632.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614386
1764889200,25631,25867.75,25579,25735,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1534182
1765148400,25748.5,25860.75,25563.75,25706.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391778
1765234800,25713,25738.5,25560,25676.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201427
1765321200,25681,25869.75,25528.25,25800.25,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702452
1765407600,25777.75,25862.5,25382,25835,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951454
1765494000,25719.5,25733.75,25117.75,25203,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196739
1765753200,25214.5,25410,25034.5,25102.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916589
1765839600,25356,25444,25073.75,25321.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713149
1765926000,25333,25508,24887.75,24951.75,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1815939
1766012400,24980,25417,24901.25,25219,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1888275
1766098800,25237.5,25601,25209,25598.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365859
1766358000,25635,25795,25629.5,25700.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049079
1766444400,25701.25,25822.25,25608.5,25811.5,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901913
1766530800,25812,25892.25,25777.5,25861.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425607
1766703600,25870,25935,25834.25,25857,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656010
1766962800,25869,25893.5,25647.75,25744.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110632
1767049200,25747.5,25794,25668.25,25676.5,1,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,899902
1767135600,25678.25,25718.25,25426.5,25434.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010770
1767308400,25460,25803.5,25265.25,25393.75,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683007
1767567600,25430,25708,25406,25578.5,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1366657
1767654000,25581,25837.75,25527,25831.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369044
1767740400,25834.5,25998,25727,25836.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1384630
1767826800,25839.25,25850.25,25569.5,25711.5,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1641094
