time,open,high,low,close,EMA Direction (debug),HTF EMA Value (debug),SCRIPT VERSION: NPtMR 1.0,Order Sent Long,Order Sent Short,EMA,Volume,Volume MA
1785812760,28967.25,28970,28958.25,28959.5,-1,28968.179204327505,2,0,0,,624,743.15
1785812820,28959.75,28971.75,28957.75,28970,1,28968.179204327505,2,0,0,,700,742.25
1785812880,28970,28970,28951.5,28952,-1,28968.179204327505,2,0,0,,1014,738.35
1785812940,28952,28960.25,28949,28958.25,-1,28968.179204327505,2,0,0,,846,735.3
1785813000,28958.75,28960.25,28950.5,28954.75,-1,28968.179204327505,2,0,0,,554,732
1785813060,28954.75,28959.75,28936,28936.25,-1,28968.179204327505,2,0,0,,1568,752.3
1785813120,28936.75,28939.25,28933.5,28938.5,-1,28968.179204327505,2,0,0,,1249,768.95
1785813180,28938.75,28940,28932,28938.75,-1,28968.179204327505,2,0,0,,748,781.35
1785813240,28938.75,28946.5,28937,28942.5,-1,28968.179204327505,2,0,0,28959.61946955167,886,805.4
1785813300,28943,28948,28935,28947.25,-1,28959.61946955167,2,0,0,,796,822.25
1785813360,28947.5,28952,28941.75,28949.5,-1,28959.61946955167,2,0,0,,1005,852.6
1785813420,28949.5,28953,28935.5,28937.5,-1,28959.61946955167,2,0,0,,1028,883.95
1785813480,28938,28944.5,28930,28943.75,-1,28959.61946955167,2,0,0,,1117,911.75
1785813540,28944.25,28945.75,28940.5,28944.75,-1,28959.61946955167,2,0,0,,521,902.15
1785813600,28944,28957,28938.75,28953.75,-1,28959.61946955167,2,0,1,,1258,913
1785813660,28954.5,28961,28949.75,28954.5,-1,28959.61946955167,2,0,0,,707,912.3
1785813720,28954,28964,28950,28962.75,1,28959.61946955167,2,0,0,,880,914.7
1785813780,28963,28975.25,28960.5,28967.75,1,28959.61946955167,2,0,0,,1359,957.75
1785813840,28968.25,28972.75,28965,28971.75,1,28959.61946955167,2,0,0,,706,936.3
1785813900,28972.25,28975,28969.75,28971,1,28959.61946955167,2,0,0,,531,904.85
1785813960,28971.25,28974,28966.75,28974,1,28959.61946955167,2,0,0,,381,892.7
1785814020,28973.75,28981.75,28970,28980.5,1,28959.61946955167,2,0,0,,667,891.05
1785814080,28981.25,28986.25,28971.25,28972,1,28959.61946955167,2,0,0,,1207,900.7
1785814140,28972,28977.5,28969,28977,1,28959.61946955167,2,0,0,28965.412979701116,541,885.45
1785814200,28977.5,28989.25,28977,28989,1,28965.412979701116,2,0,0,,1160,915.75
1785814260,28989.25,28992,28982,28985,1,28965.412979701116,2,0,0,,578,866.25
