time,open,high,low,close,EMA Direction (debug),Entry Arrow Long,Entry Arrow Short,Invalidated (Long side),Invalidated (Short side),Volume,Volume MA
1785290700,27808.75,27812.25,27794.75,27807.5,-1,0,0,0,0,1453,1801.55
1785290760,27807.5,27837.75,27805.75,27837.25,-1,0,0,0,0,2423,1852.7
1785290820,27836.25,27847.25,27833.5,27845.5,-1,0,1,0,0,2401,1884.9
1785290880,27846.25,27850,27830,27844,-1,0,0,0,0,1622,1888.75
1785290940,27842.75,27847,27825,27839.75,-1,0,0,0,0,1399,1895.35
1785291000,27838.75,27854.5,27835,27845.5,-1,0,0,0,0,1706,1916.6
1785291060,27844.5,27864.5,27839.75,27862,-1,0,0,0,0,1714,1867.4
1785291120,27863,27869.75,27854.5,27861.25,-1,0,0,0,0,1349,1829
1785291180,27860.25,27861,27847.75,27849.75,-1,0,0,0,0,1100,1782.95
1785291240,27848.25,27856,27838.25,27844.25,-1,0,0,0,0,1164,1759.45
1785291300,27844.5,27848.25,27823.25,27828.25,-1,0,0,0,0,1745,1769.4
1785291360,27828.5,27835.25,27821.5,27825.75,-1,0,0,0,0,1386,1734.8
1785291420,27826,27826.5,27795.75,27796,-1,0,0,0,0,2220,1753.1
1785291480,27796.75,27818.5,27795.75,27816,-1,0,0,0,0,1678,1756.7
1785291540,27815.75,27819,27798.75,27819,-1,0,1,0,0,1215,1749.25
1785291600,27817.5,27831.25,27811.75,27817.75,-1,0,0,0,0,1425,1712.5
1785291660,27818.5,27856,27814.75,27849,-1,0,1,0,0,2156,1654.8
1785291720,27849.75,27869.25,27847.5,27866.5,-1,0,0,0,1,1807,1641.9
1785291780,27865.25,27868,27835.5,27856.25,-1,0,0,0,0,1773,1642.65
1785291840,27856.5,27870.5,27843.75,27844.5,-1,0,0,0,0,1576,1665.6
1785291900,27844.5,27865.25,27837.25,27862,-1,0,0,0,0,1436,1664.75
1785291960,27861.75,27875.75,27851,27862.75,-1,0,0,0,0,1533,1620.25
1785292020,27862.75,27871.75,27856.75,27870.5,-1,0,0,0,0,759,1538.15
1785292080,27870.75,27889.75,27869.75,27884,1,0,0,0,0,1755,1544.8
1785292140,27883.5,27897,27877.75,27894.75,1,0,0,0,0,1200,1534.85
1785292200,27896.5,27909.75,27891,27908.75,1,0,0,0,0,1737,1536.4
1785292260,27909.25,27912,27897.75,27905.75,1,0,0,0,0,1258,1513.6
1785292320,27906.25,27907.25,27892.25,27899.25,1,0,0,0,0,1531,1522.7
1785292380,27899.25,27900.5,27870,27876.75,-1,0,0,0,0,1982,1566.8
1785292440,27876.75,27885.5,27870.75,27884.75,1,0,0,0,0,1017,1559.45
1785292500,27883.5,27887.25,27872.75,27875.25,-1,0,1,0,0,856,1515
1785292560,27875.25,27892.5,27863.75,27870.75,-1,0,0,0,0,2293,1560.35
1785292620,27870,27873.5,27858.75,27868.75,-1,0,0,0,0,1040,1501.35
1785292680,27869.5,27873.75,27860.5,27869,-1,0,0,0,0,634,1449.15
1785292740,27869.5,27895.75,27864.75,27892.5,1,0,0,0,1,1045,1440.65
