time,open,high,low,close,Volume,Volume MA,EMA Direction (debug),HTF EMA Value (debug),Order Sent Long,Order Sent Short
1785768540,28729.5,28744.25,28726.5,28738.75,4498,5371.65,1,28624.70346117723,0,0
1785768600,28738.25,28754.25,28731.5,28754.25,6386,5367.4,1,28624.70346117723,0,0
1785768660,28753.25,28778.75,28748.5,28776,9644,5603,1,28624.70346117723,0,0
1785768720,28776,28784,28771.75,28780.5,6283,5717.3,1,28624.70346117723,0,0
1785768780,28780.75,28798.25,28780.75,28795.5,7253,5840.35,1,28624.70346117723,0,0
1785768840,28795.75,28798.5,28777.5,28779.5,5961,5941.5,1,28624.70346117723,0,0
1785768900,28779.5,28802,28779.5,28791.5,6148,6003.6,1,28624.70346117723,0,0
1785768960,28791.75,28801,28784.75,28787.25,3971,5775.1,1,28624.70346117723,0,0
1785769020,28787.5,28796,28781.75,28790.5,3221,5633.65,1,28624.70346117723,0,0
1785769080,28790.25,28796.5,28782.75,28795.75,2980,5585.3,1,28624.70346117723,0,0
1785769140,28795.5,28805,28792.5,28802,3820,5393.15,1,28624.70346117723,0,0
1785769200,28801.25,28802.25,28787.75,28792,3974,5357,1,28683.802307451486,0,0
1785769260,28792,28798.75,28784.5,28795.25,3411,5223.5,1,28683.802307451486,0,0
1785769320,28795,28798.75,28787.5,28791.25,2280,5058.4,1,28683.802307451486,0,0
1785769380,28791,28794.5,28790,28792.75,168,4860.15,1,28683.802307451486,0,0
