time,open,high,low,close,EMA Direction (debug),HTF EMA Value (debug),SCRIPT VERSION: EXPERIMENTAL (dollar_tp/sl),Order Sent Long,Order Sent Short,Volume,Volume MA
1785787380,28889,28891.5,28881.5,28885.5,-1,28906.38263097747,1,0,0,1070,4040.2
1785787440,28885.25,28889.75,28878.75,28884.75,-1,28906.38263097747,1,0,0,1416,3991.5
1785787500,28884,28912,28883.5,28901,-1,28906.38263097747,1,0,0,2801,4041.3
1785787560,28901,28909.5,28897.25,28905.5,-1,28906.38263097747,1,0,0,1427,3999.6
1785787620,28905,28906,28899.25,28905.25,-1,28906.38263097747,1,0,0,728,3942
1785787680,28905,28908.25,28902,28905.25,-1,28906.38263097747,1,0,0,548,3851.85
1785787740,28906,28923,28903.5,28909,1,28906.38263097747,1,0,0,1603,3860.7
1785787800,28908.5,28918.75,28908.25,28912.75,1,28906.38263097747,1,0,0,1265,3553.75
1785787860,28912,28917.5,28906,28910.75,1,28906.38263097747,1,0,0,878,3445.25
1785787920,28910.25,28913.25,28904,28905.75,-1,28906.38263097747,1,0,0,705,3333
1785787980,28906,28912,28905.25,28907.75,1,28906.38263097747,1,0,0,388,3123.4
1785788040,28908,28914.75,28904.75,28911.5,1,28906.38263097747,1,0,0,709,2802.95
1785788100,28910.75,28930.25,28910,28924.25,1,28908.088420651646,1,0,0,2019,2593
1785788160,28925,28933.25,28920,28924.75,1,28908.088420651646,1,0,0,1151,2334.45
1785788220,28924.5,28929.25,28924.5,28925.25,1,28908.088420651646,1,0,0,496,2151.3
1785788280,28925.5,28928.5,28923.5,28927.75,1,28908.088420651646,1,0,0,373,1891.7
1785788340,28927.75,28930.25,28926.5,28928.75,1,28908.088420651646,1,0,0,427,1351.65
1785788400,28928.75,28934.25,28926.5,28931.25,1,28908.088420651646,1,0,0,749,1170.1
1785788460,28932.25,28942.5,28929.5,28931.75,1,28908.088420651646,1,0,0,1323,1092.25
1785788520,28931.25,28933,28924.75,28925.75,1,28908.088420651646,1,0,0,893,1048.45
1785788580,28925.75,28927.5,28922.25,28926.25,1,28908.088420651646,1,0,0,600,1024.95
1785788640,28927.25,28927.25,28920.5,28920.75,1,28908.088420651646,1,0,0,483,978.3
1785788700,28921.5,28926,28921.25,28925.25,1,28908.088420651646,1,0,0,380,857.25
1785788760,28925.25,28925.5,28921,28922.25,1,28908.088420651646,1,0,0,274,799.6
1785788820,28923.25,28924.75,28922.5,28923.5,1,28908.088420651646,1,0,0,66,766.5
