time,open,high,low,close,MA,EMA,EMA,Volume,Plot,MFI Bar TOP Line,MFI Bar BOTTOM Line,WT Wave 1,WT Wave 2,VWAP,RSI+MFI Area,WT Bearish Divergence,WT Bullish Divergence,WT 2nd Bearish Divergence,WT 2nd Bullish Divergence,RSI,RSI Bearish Divergence,RSI Bullish Divergence,Stoch K,Stoch D,Stoch Bearish Divergence,Stoch Bullish Divergence,Schaff Trend Cycle 1,Schaff Trend Cycle 2,Over Bought Level 2,Over Bought Level 3,Over Sold Level 2,Sommi bearish flag,Sommi bullish flag,Sommi bearish diamond,Sommi bullish diamond,Buy and sell circle,Buy circle,Sell circle,Divergence buy circle,Divergence sell circle,Gold  buy gold circle,Plot,MFI Bar TOP Line,MFI Bar BOTTOM Line,WT Wave 1,WT Wave 2,VWAP,RSI+MFI Area,WT Bearish Divergence,WT Bullish Divergence,WT 2nd Bearish Divergence,WT 2nd Bullish Divergence,RSI,RSI Bearish Divergence,RSI Bullish Divergence,Stoch K,Stoch D,Stoch Bearish Divergence,Stoch Bullish Divergence,Schaff Trend Cycle 1,Schaff Trend Cycle 2,Over Bought Level 2,Over Bought Level 3,Over Sold Level 2,Sommi bearish flag,Sommi bullish flag,Sommi bearish diamond,Sommi bullish diamond,Buy and sell circle,Buy circle,Sell circle,Divergence buy circle,Divergence sell circle,Gold  buy gold circle
1698796800,34667.1,38600.1,34058,37727.4,,28828.88873704963,30688.458191106223,3952833.965,0,-95,-99,37.02702322751518,21.24180121266801,15.785222014847172,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,37.02702322751518,21.24180121266801,15.785222014847172,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1701388800,37727.4,44777,37612.8,42324.8,,30055.78976095421,33274.311926415954,3907124.24,0,-95,-99,51.112920327062966,36.397877688899875,14.71504263816309,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,51.112920327062966,36.397877688899875,14.71504263816309,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1704067200,42324.8,49054.4,38531.5,42552.7,,31191.87250995837,35336.175942767964,4598753.181,0,-95,-99,59.39223526174876,49.17739293877563,10.214842322973126,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,59.39223526174876,49.17739293877563,10.214842322973126,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1706745600,42552.7,64496.7,41843.5,61184.1,,33918.4386454167,41080.159066597305,3883973.999,0,-95,-99,72.22522630655178,60.910127298454505,11.31509900809727,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,72.22522630655178,60.910127298454505,11.31509900809727,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1709251200,61184.1,73949,59111,71378,,37323.853314015185,47813.01260735346,4857543.812,0,-95,-99,82.84032209264815,71.48592788698289,11.354394205665258,,,,,,,77.31847803642349,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,82.84032209264815,71.48592788698289,11.354394205665258,,,,,,,77.31847803642349,,,,,,,,60,100,-60,,,,,,,,,,
1711929600,71378,72854.5,59132,60655.9,,39444.94846728653,50666.98758349714,4045929.742,0,-95,-99,83.47710855574779,79.51421898498258,3.9628895707652134,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,83.47710855574779,79.51421898498258,3.9628895707652134,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1714521600,60655.9,72061.7,56505,67555.8,,42000.48042480594,54420.05700938666,3072532.117,0,-95,-99,81.85811719787604,82.72518261542399,-0.8670654175479484,,82.72518261542399,,82.72518261542399,,,,,,,,,,,60,100,-60,,,,,82.72518261542399,,105,,,,0,-95,-99,81.85811719787604,82.72518261542399,-0.8670654175479484,,82.72518261542399,,82.72518261542399,,,,,,,,,,,60,100,-60,,,,,82.72518261542399,,105,,,
1717200000,67555.8,72169,58320,62749.5,,43886.754931641764,56271.04434063407,2437937.94,0,-95,-99,77.92839977507361,81.08787517623249,-3.159475401158872,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,77.92839977507361,81.08787517623249,-3.159475401158872,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1719792000,62749.5,70136.9,53314.3,64615.9,,45771.22266512888,58125.45670938206,3800547.169,0,-95,-99,72.23481798681081,77.34044498658683,-5.105626999776021,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,72.23481798681081,77.34044498658683,-5.105626999776021,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
1722470400,64615.9,65634.3,48914.1,58944.4,,46968.78424102625,58307.44410729716,4584093.397,0,-95,-99,62.76593307331229,70.97638361173225,-8.210450538419956,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,,0,-95,-99,62.76593307331229,70.97638361173225,-8.210450538419956,,,,,,,,,,,,,,,60,100,-60,,,,,,,,,,
